"Journal Data Filtered By:  Selected JCR Year: 2018 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,,,,,,,,,,,,
Rank,Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Average Journal Impact Factor Percentile,Normalized Eigenfactor
4073,International Journal of Environmental Research and Public Health,INT J ENV RES PUB HE,1660-4601,"20,692",2.468,2.081,2.948,0.561,"2,843",3.6,7.1,0.046800,0.715,90.82,65.653,5.56826
4073,Journal of Neuropsychology,J NEUROPSYCHOL,1748-6645,615,2.468,2.447,2.918,1.815,27,5.3,10.2,0.001250,0.867,92.59,64.002,0.14981
4073,Journal of Neuropsychology,J NEUROPSYCHOL,1748-6645,615,2.468,2.447,2.918,1.815,27,5.3,10.2,0.001250,0.867,92.59,64.002,0.14981
4077,JOURNAL OF MATERIALS SCIENCE-MATERIALS IN MEDICINE,J MATER SCI-MATER M,0957-4530,"10,868",2.467,2.357,2.688,0.357,182,8.9,7.9,0.007820,0.509,98.90,48.594,0.93065
4077,JOURNAL OF NEURORADIOLOGY,J NEURORADIOLOGY,0150-9861,985,2.467,1.622,2.201,0.500,52,6.1,7.4,0.001440,0.523,86.54,48.441,0.17176
4077,VIROLOGICA SINICA,VIROL SIN,1674-0769,602,2.467,2.267,Not Available,0.870,46,3.4,6.5,0.001430,Not Available,86.96,43.056,0.17047
4080,JOURNAL OF CONSUMER PSYCHOLOGY,J CONSUM PSYCHOL,1057-7408,"4,822",2.466,2.282,4.000,1.000,46,10.0,10.1,0.005980,1.710,97.83,61.293,0.71177
4081,EVOLUTIONARY ECOLOGY,EVOL ECOL,0269-7653,"3,607",2.465,2.442,2.032,0.625,40,10.1,10.2,0.003220,0.718,100.00,49.877,0.38348
4082,TERRA NOVA,TERRA NOVA,0954-4879,"3,775",2.464,2.381,2.867,1.020,49,10.1,10.1,0.003800,1.067,100.00,60.459,0.45263
4082,Virology Journal,VIROL J,1743-422X,"6,723",2.464,2.407,2.468,0.495,190,6.3,7.8,0.011480,0.698,95.79,40.278,1.36659
4084,ACTA CHIMICA SINICA,ACTA CHIM SINICA,0567-7351,"2,196",2.463,1.898,1.534,0.170,112,5.4,5.6,0.002440,0.244,78.57,54.360,0.29119
4084,BEHAVIOR ANALYST,BEHAV ANALYST,0738-6729,586,2.463,2.463,1.646,Not Available,0,Not Available,10.1,0.000520,0.402,Not Available,65.000,0.06244
4084,Journal of Bionic Engineering,J BIONIC ENG,1672-6529,"1,391",2.463,2.060,2.425,0.311,90,5.1,8.0,0.001770,0.429,95.56,52.204,0.21098
4087,EXPERIMENTAL HEMATOLOGY,EXP HEMATOL,0301-472X,"5,176",2.462,2.356,2.283,0.731,93,10.1,7.2,0.006110,0.858,80.65,43.183,0.72801
4087,JOURNAL OF PHONETICS,J PHONETICS,0095-4470,"2,795",2.462,1.615,2.251,0.656,64,10.2,10.2,0.002360,0.763,100.00,93.207,0.28173
4087,JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,J AM WATER RESOUR AS,1093-474X,"5,822",2.462,2.169,2.621,1.622,82,10.1,10.0,0.004570,0.659,98.78,56.567,0.54389
4087,Mobilities,MOBILITIES-UK,1745-0101,"1,420",2.462,1.846,3.120,0.475,59,6.3,8.2,0.002120,0.772,96.61,62.508,0.25329
4087,Seminars in Pediatric Surgery,SEMIN PEDIATR SURG,1055-8586,"1,604",2.462,2.419,2.491,0.509,55,6.7,7.5,0.002670,0.743,90.91,71.913,0.31857
4092,ECOTOXICOLOGY,ECOTOXICOLOGY,0963-9292,"5,980",2.460,2.275,2.634,0.460,126,7.1,9.3,0.006150,0.551,98.41,51.955,0.73238
4093,Environment and Planning A-Economy and Space,ENVIRON PLANN A,0308-518X,"9,985",2.459,2.339,3.146,0.790,105,10.0,8.8,0.010380,1.038,100.00,62.960,1.23552
4094,ARCHIVES OF PHARMACAL RESEARCH,ARCH PHARM RES,0253-6269,"6,643",2.458,2.303,2.468,0.778,108,8.2,7.8,0.005790,0.484,76.85,47.869,0.68905
4094,FEMS YEAST RESEARCH,FEMS YEAST RES,1567-1356,"4,334",2.458,2.255,3.233,0.486,107,8.6,9.0,0.005730,0.865,84.11,47.242,0.68195
4096,Behavioral and Brain Functions,BEHAV BRAIN FUNCT,1744-9081,"1,586",2.457,2.435,2.710,0.611,18,8.0,9.3,0.001710,0.737,94.44,42.704,0.20371
4096,Earth Interactions,EARTH INTERACT,1087-3562,938,2.457,2.457,2.297,0.895,19,8.7,9.0,0.001020,0.770,100.00,59.439,0.12209
4096,INFORMATION SYSTEMS RESEARCH,INFORM SYST RES,1047-7047,"7,491",2.457,2.245,6.069,0.813,48,10.2,10.1,0.008410,2.591,97.92,65.585,1.00142
4096,JOURNAL OF PUBLIC POLICY & MARKETING,J PUBLIC POLICY MARK,0743-9156,"1,785",2.457,1.978,2.460,1.333,21,10.2,8.9,0.001200,0.734,100.00,55.442,0.14293
4100,ENERGY JOURNAL,ENERG J,0195-6574,"2,880",2.456,2.060,2.739,0.813,75,10.1,8.4,0.002950,0.849,98.67,60.653,0.35204
4100,ENERGY JOURNAL,ENERG J,0195-6574,"2,880",2.456,2.060,2.739,0.813,75,10.1,8.4,0.002950,0.849,98.67,60.653,0.35204
4100,FINITE ELEMENTS IN ANALYSIS AND DESIGN,FINITE ELEM ANAL DES,0168-874X,"4,265",2.456,2.304,2.826,0.549,82,8.8,10.1,0.005020,0.818,100.00,81.029,0.59747
4100,PARASITOLOGY,PARASITOLOGY,0031-1820,"9,524",2.456,2.295,2.543,1.359,192,10.1,9.0,0.009880,0.825,78.65,66.216,1.17603
4100,South European Society and Politics,S EUR SOC POLIT,1360-8746,775,2.456,2.123,2.725,1.889,27,5.1,5.6,0.001900,1.018,100.00,82.799,0.22709
4105,BIOMETALS,BIOMETALS,0966-0844,"4,187",2.455,2.339,2.596,0.591,88,8.7,8.6,0.003140,0.520,89.77,38.963,0.37377
4105,CLINICAL CARDIOLOGY,CLIN CARDIOL,0160-9289,"4,234",2.455,2.301,2.519,0.505,222,7.9,6.7,0.006610,0.803,79.28,51.103,0.78736
4105,COMPARATIVE EDUCATION,COMP EDUC,0305-0068,"1,312",2.455,2.255,2.437,1.037,27,10.0,10.0,0.001090,0.582,100.00,83.745,0.12974
4105,JOURNAL OF MICROBIOLOGY IMMUNOLOGY AND INFECTION,J MICROBIOL IMMUNOL,1684-1182,"2,163",2.455,2.205,2.273,0.913,103,4.7,8.9,0.003770,0.548,96.12,36.003,0.44885
4109,Clinical Oral Investigations,CLIN ORAL INVEST,1432-6981,"5,699",2.453,2.305,2.575,0.884,320,4.8,9.0,0.011650,0.661,87.50,77.473,1.38694
4110,BASIC & CLINICAL PHARMACOLOGY & TOXICOLOGY,BASIC CLIN PHARMACOL,1742-7835,"4,531",2.452,2.366,2.624,0.898,176,6.8,7.4,0.005740,0.629,89.77,45.276,0.68380
4110,JOURNAL OF CEREAL SCIENCE,J CEREAL SCI,0733-5210,"8,219",2.452,2.183,2.988,0.631,214,9.5,9.1,0.006250,0.584,97.20,69.259,0.74388
4110,JOURNAL OF SYNCHROTRON RADIATION,J SYNCHROTRON RADIAT,0909-0495,"6,327",2.452,2.072,2.754,0.684,215,8.0,8.4,0.011070,0.996,100.00,61.792,1.31701
4113,Dose-Response,DOSE-RESPONSE,1559-3258,997,2.451,1.824,3.018,0.430,79,5.4,8.1,0.001460,0.649,92.41,50.640,0.17442
4113,JOURNAL OF COMPUTER ASSISTED LEARNING,J COMPUT ASSIST LEAR,0266-4909,"2,272",2.451,2.187,3.257,0.371,89,8.2,8.2,0.001760,0.601,94.38,83.333,0.20970
4115,Clinical Genitourinary Cancer,CLIN GENITOURIN CANC,1558-7673,"2,013",2.450,2.284,2.360,0.665,221,2.8,6.1,0.006480,0.705,89.14,48.410,0.77145
4115,International Journal of Geomechanics,INT J GEOMECH,1532-3641,"3,476",2.450,1.706,2.506,0.692,273,4.1,10.1,0.005610,0.541,99.27,56.579,0.66848
4117,BIOORGANIC & MEDICINAL CHEMISTRY LETTERS,BIOORG MED CHEM LETT,0960-894X,"38,209",2.448,2.308,2.352,0.570,686,8.1,7.6,0.035330,0.476,97.67,53.624,4.20378
4117,Molecular Genetics & Genomic Medicine,MOL GENET GENOM MED,2324-9269,799,2.448,2.239,Not Available,0.299,127,3.2,7.7,0.003470,Not Available,96.06,43.391,0.41373
4117,PROBABILITY THEORY AND RELATED FIELDS,PROBAB THEORY REL,0178-8051,"3,513",2.448,2.324,2.446,0.681,72,10.2,10.1,0.014130,3.041,100.00,89.024,1.68139
4120,JOURNAL OF CHEMICAL ECOLOGY,J CHEM ECOL,0098-0331,"10,408",2.447,2.226,3.024,0.505,107,10.2,10.1,0.006950,0.852,86.92,47.042,0.82743
4120,JOURNAL OF URBAN ECONOMICS,J URBAN ECON,0094-1190,"5,451",2.447,2.291,3.288,0.235,51,10.3,10.1,0.007220,2.253,100.00,76.741,0.85987
4122,JOURNAL OF ANTIBIOTICS,J ANTIBIOT,0021-8820,"8,442",2.446,2.305,2.316,0.719,135,10.3,10.1,0.005350,0.580,87.41,39.828,0.63663
4122,Journal of Genetic Counseling,J GENET COUNS,1059-7700,"2,378",2.446,1.855,2.361,0.881,143,5.0,6.8,0.005100,0.705,97.20,63.942,0.60762
4122,Journal of Genetic Counseling,J GENET COUNS,1059-7700,"2,378",2.446,1.855,2.361,0.881,143,5.0,6.8,0.005100,0.705,97.20,63.942,0.60762
4125,GENERAL AND COMPARATIVE ENDOCRINOLOGY,GEN COMP ENDOCR,0016-6480,"12,385",2.445,2.104,2.660,0.735,298,9.0,10.1,0.010680,0.594,93.96,34.828,1.27079
4126,JOURNAL OF MONETARY ECONOMICS,J MONETARY ECON,0304-3932,"8,467",2.444,2.359,3.975,0.644,59,10.3,8.7,0.023230,5.516,100.00,82.968,2.76436
4126,Journal of Clinical Hypertension,J CLIN HYPERTENS,1524-6175,"3,554",2.444,1.916,2.505,1.134,179,5.6,6.7,0.006580,0.752,89.94,46.923,0.78285
4126,Language Cognition and Neuroscience,LANG COGN NEUROSCI,2327-3798,902,2.444,2.320,2.355,0.810,84,2.9,10.2,0.004590,0.988,91.67,71.997,0.54624
4126,Language Cognition and Neuroscience,LANG COGN NEUROSCI,2327-3798,902,2.444,2.320,2.355,0.810,84,2.9,10.2,0.004590,0.988,91.67,71.997,0.54624
4130,ANNALS OF PHARMACOTHERAPY,ANN PHARMACOTHER,1060-0280,"7,090",2.443,2.325,2.496,0.924,132,9.7,6.5,0.007590,0.726,60.61,45.880,0.90296
4130,EXPERIMENTS IN FLUIDS,EXP FLUIDS,0723-4864,"9,758",2.443,2.014,2.433,0.353,187,10.0,10.1,0.009660,0.719,99.47,68.803,1.15031
4132,HEAD AND NECK-JOURNAL FOR THE SCIENCES AND SPECIALTIES OF THE HEAD AND NECK,HEAD NECK-J SCI SPEC,1043-3074,"11,100",2.442,2.259,2.567,0.524,315,6.7,7.8,0.018190,0.724,87.62,72.557,2.16497
4132,JOURNAL OF BIOMATERIALS APPLICATIONS,J BIOMATER APPL,0885-3282,"2,409",2.442,2.339,2.357,0.543,127,4.8,7.8,0.003400,0.428,100.00,44.844,0.40483
4132,NURSE EDUCATION TODAY,NURS EDUC TODAY,0260-6917,"7,378",2.442,1.927,3.001,0.374,348,5.8,6.8,0.008060,0.495,84.20,87.514,0.95994
4132,NURSE EDUCATION TODAY,NURS EDUC TODAY,0260-6917,"7,378",2.442,1.927,3.001,0.374,348,5.8,6.8,0.008060,0.495,84.20,87.514,0.95994
4132,Physical Review Fluids,PHYS REV FLUIDS,2469-990X,"2,038",2.442,2.094,2.442,0.576,484,1.7,10.1,0.008980,0.952,99.79,64.063,1.06884
4137,COMPUTER STANDARDS & INTERFACES,COMPUT STAND INTER,0920-5489,"1,499",2.441,2.259,1.952,0.943,70,5.4,7.9,0.001460,0.295,92.86,71.116,0.17441
4137,Clinical & Translational Oncology,CLIN TRANSL ONCOL,1699-048X,"2,572",2.441,2.358,2.065,0.904,178,4.0,6.6,0.004620,0.462,84.27,33.261,0.54991
4137,JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM,J PERIPHER NERV SYST,1085-9489,"1,600",2.441,2.221,2.415,0.647,34,8.3,7.6,0.002130,0.859,91.18,38.055,0.25365
4140,IRRIGATION SCIENCE,IRRIGATION SCI,0342-7188,"2,236",2.440,2.227,2.671,0.500,32,9.7,10.0,0.001970,0.608,100.00,73.423,0.23495
4140,REVISTA BRASILEIRA DE PSIQUIATRIA,REV BRAS PSIQUIATR,1516-4446,"2,044",2.440,2.370,3.018,0.515,66,6.9,9.3,0.002730,0.760,96.97,57.722,0.32591
4140,REVISTA BRASILEIRA DE PSIQUIATRIA,REV BRAS PSIQUIATR,1516-4446,"2,044",2.440,2.370,3.018,0.515,66,6.9,9.3,0.002730,0.760,96.97,57.722,0.32591
4143,JOURNAL OF PHARMACOLOGICAL SCIENCES,J PHARMACOL SCI,1347-8613,"4,069",2.439,2.217,2.380,0.304,135,8.0,7.5,0.004330,0.529,98.52,45.506,0.51577
4143,Surface Topography-Metrology and Properties,SURF TOPOGR-METROL,2051-672X,384,2.439,2.293,Not Available,0.175,57,2.9,7.7,0.001300,Not Available,98.25,61.080,0.15477
4145,CALIFORNIA COOPERATIVE OCEANIC FISHERIES INVESTIGATIONS REPORTS,CAL COOP OCEAN FISH,0575-3317,528,2.438,2.438,1.441,0.333,3,10.3,10.2,0.000360,0.466,100.00,74.038,0.04317
4146,CANADIAN GEOTECHNICAL JOURNAL,CAN GEOTECH J,0008-3674,"11,038",2.437,2.157,3.128,0.971,140,10.2,10.1,0.008020,0.885,98.57,56.438,0.95461
4146,INSECT MOLECULAR BIOLOGY,INSECT MOL BIOL,0962-1075,"3,397",2.437,2.311,2.619,0.931,72,10.0,9.2,0.002940,0.696,98.61,62.770,0.35002
4146,Microfluidics and Nanofluidics,MICROFLUID NANOFLUID,1613-4982,"5,196",2.437,2.178,2.444,0.414,145,6.3,7.9,0.007400,0.577,97.24,55.166,0.88129
4149,APPLIED OCEAN RESEARCH,APPL OCEAN RES,0141-1187,"3,556",2.436,2.162,2.695,0.500,186,6.3,9.6,0.004800,0.606,99.46,71.970,0.57157
4149,Annual Review of Linguistics,ANNU REV LINGUIST,2333-9691,193,2.436,2.359,2.914,0.789,19,2.8,10.1,0.000930,1.218,100.00,92.120,0.11095
4151,AEROSOL SCIENCE AND TECHNOLOGY,AEROSOL SCI TECH,0278-6826,"6,986",2.435,2.073,2.374,0.748,119,10.1,10.0,0.005180,0.604,98.32,60.000,0.61688
4151,MycoKeys,MYCOKEYS,1314-4057,275,2.435,2.000,2.870,0.489,90,2.6,10.0,0.000810,0.893,100.00,50.000,0.09674
4153,JOURNAL OF SPORT & EXERCISE PSYCHOLOGY,J SPORT EXERCISE PSY,0895-2779,"4,123",2.434,2.229,3.508,0.063,32,10.1,8.8,0.003150,1.003,100.00,63.727,0.37493
4153,JOURNAL OF SPORT & EXERCISE PSYCHOLOGY,J SPORT EXERCISE PSY,0895-2779,"4,123",2.434,2.229,3.508,0.063,32,10.1,8.8,0.003150,1.003,100.00,63.727,0.37493
4153,PRENATAL DIAGNOSIS,PRENATAL DIAG,0197-3851,"5,754",2.434,2.063,2.489,0.833,138,7.1,6.9,0.011290,0.915,97.10,54.554,1.34367
4156,Breast Journal,BREAST J,1075-122X,"2,780",2.433,2.287,2.432,0.644,146,7.7,8.1,0.003710,0.675,95.21,49.244,0.44214
4156,INORGANICA CHIMICA ACTA,INORG CHIM ACTA,0020-1693,"15,660",2.433,2.159,1.984,0.917,714,8.5,9.1,0.009470,0.272,96.78,65.556,1.12696
4156,International Journal of Mental Health Nursing,INT J MENT HEALTH NU,1445-8330,"1,957",2.433,1.742,2.844,0.715,172,6.0,7.4,0.002010,0.506,87.79,74.522,0.24024
4156,International Journal of Mental Health Nursing,INT J MENT HEALTH NU,1445-8330,"1,957",2.433,1.742,2.844,0.715,172,6.0,7.4,0.002010,0.506,87.79,74.522,0.24024
4156,PATHOLOGY & ONCOLOGY RESEARCH,PATHOL ONCOL RES,1219-4956,"2,268",2.433,2.341,1.973,1.135,111,5.0,7.8,0.003510,0.442,86.49,47.663,0.41841
4156,POLYMER INTERNATIONAL,POLYM INT,0959-8103,"7,533",2.433,2.324,2.288,0.609,179,8.7,7.8,0.005800,0.410,89.39,63.793,0.68997
4162,BIOLOGICAL TRACE ELEMENT RESEARCH,BIOL TRACE ELEM RES,0163-4984,"8,489",2.431,2.034,2.406,0.943,315,6.7,9.5,0.008060,0.424,97.46,36.049,0.95987
4162,BMC Family Practice,BMC FAM PRACT,1471-2296,"4,209",2.431,2.264,2.666,0.302,202,5.5,8.3,0.009370,0.821,93.56,70.683,1.11471
4162,FITOTERAPIA,FITOTERAPIA,0367-326X,"8,696",2.431,2.202,2.917,0.535,316,7.2,8.5,0.008440,0.553,97.47,45.107,1.00494
4162,Journal of Law and the Biosciences,J LAW BIOSCI,2053-9711,253,2.431,2.157,2.490,0.286,14,3.0,7.3,0.001140,0.867,100.00,87.591,0.13617
4162,Journal of Law and the Biosciences,J LAW BIOSCI,2053-9711,253,2.431,2.157,2.490,0.286,14,3.0,7.3,0.001140,0.867,100.00,87.591,0.13617
4167,CLINICAL BIOCHEMISTRY,CLIN BIOCHEM,0009-9120,"8,682",2.430,2.288,2.453,0.714,206,7.7,6.9,0.010870,0.631,89.32,63.793,1.29361
4167,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,DEEP-SEA RES PT II,0967-0645,"11,237",2.430,2.336,2.958,1.379,182,10.0,10.1,0.012820,0.952,98.90,67.424,1.52620
4167,Structure and Infrastructure Engineering,STRUCT INFRASTRUCT E,1573-2479,"1,994",2.430,2.196,2.275,0.667,114,4.4,10.0,0.003940,0.552,99.12,66.275,0.46962
4170,Advances in Carbohydrate Chemistry and Biochemistry,ADV CARBOHYD CHEM BI,0065-2318,604,2.429,2.429,3.737,Not Available,0,Not Available,10.3,0.000250,0.999,Not Available,48.199,0.02982
4170,Education Finance and Policy,EDUC FINANC POLICY,1557-3060,491,2.429,2.262,2.057,0.429,21,6.5,8.8,0.002020,1.460,100.00,82.301,0.24085
4170,Journal of Web Semantics,J WEB SEMANT,1570-8268,"1,162",2.429,2.408,2.431,0.381,21,8.0,7.0,0.001430,0.792,100.00,60.962,0.17053
4173,SOCIAL STUDIES OF SCIENCE,SOC STUD SCI,0306-3127,"3,508",2.427,2.256,3.277,0.895,38,10.2,9.8,0.003150,1.161,97.37,96.073,0.37577
4173,SOCIAL STUDIES OF SCIENCE,SOC STUD SCI,0306-3127,"3,508",2.427,2.256,3.277,0.895,38,10.2,9.8,0.003150,1.161,97.37,96.073,0.37577
4175,Childhood Obesity,CHILD OBES,2153-2168,"1,233",2.426,2.336,3.022,0.694,62,4.0,6.7,0.004050,0.955,85.48,74.800,0.48283
4175,Micromachines,MICROMACHINES-BASEL,2072-666X,"2,708",2.426,1.938,2.480,0.619,662,2.2,6.5,0.004850,0.435,87.76,50.929,0.57707
4175,SIMULATION MODELLING PRACTICE AND THEORY,SIMUL MODEL PRACT TH,1569-190X,"2,796",2.426,2.142,2.677,0.560,116,5.9,7.8,0.003080,0.460,99.14,63.814,0.36667
4175,UNIVERSITY OF CHICAGO LAW REVIEW,U CHICAGO LAW REV,0041-9494,"2,760",2.426,2.394,2.410,1.667,36,10.3,9.7,0.003230,1.080,97.22,90.203,0.38524
4179,EUROPEAN JOURNAL OF HISTOCHEMISTRY,EUR J HISTOCHEM,1121-760X,"1,083",2.425,1.322,2.376,0.844,45,5.5,8.5,0.001410,0.467,100.00,27.202,0.16783
4180,IT Professional,IT PROF,1520-9202,761,2.424,2.353,2.454,0.525,40,5.2,3.8,0.001230,0.513,100.00,61.087,0.14735
4181,AGRICULTURAL ECONOMICS,AGR ECON-BLACKWELL,0169-5150,"3,776",2.423,2.121,3.219,0.274,62,9.8,9.2,0.004620,0.998,100.00,78.202,0.55010
4181,AGRICULTURAL ECONOMICS,AGR ECON-BLACKWELL,0169-5150,"3,776",2.423,2.121,3.219,0.274,62,9.8,9.2,0.004620,0.998,100.00,78.202,0.55010
4181,HORMONE AND METABOLIC RESEARCH,HORM METAB RES,0018-5043,"4,614",2.423,2.142,2.037,0.673,107,9.0,7.9,0.004770,0.508,85.05,33.448,0.56745
4181,PUNISHMENT & SOCIETY-INTERNATIONAL JOURNAL OF PENOLOGY,PUNISHM SOC,1462-4745,"1,034",2.423,1.942,2.685,0.889,27,8.2,9.5,0.001280,0.783,100.00,77.692,0.15247
4181,TROPICAL MEDICINE & INTERNATIONAL HEALTH,TROP MED INT HEALTH,1360-2276,"7,938",2.423,2.363,3.057,0.560,134,8.8,6.5,0.012810,1.178,92.54,68.760,1.52478
4186,JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE,J SCI FOOD AGR,0022-5142,"22,298",2.422,2.291,2.733,0.697,667,9.6,9.0,0.018750,0.554,94.30,73.972,2.23101
4187,EUROPEAN JOURNAL OF CANCER CARE,EUR J CANCER CARE,0961-5423,"3,149",2.421,2.301,2.613,0.836,220,5.6,8.1,0.005390,0.724,88.64,74.195,0.64169
4187,EUROPEAN JOURNAL OF CANCER CARE,EUR J CANCER CARE,0961-5423,"3,149",2.421,2.301,2.613,0.836,220,5.6,8.1,0.005390,0.724,88.64,74.195,0.64169
4187,Journal of Services Marketing,J SERV MARK,0887-6045,"3,562",2.421,2.087,3.194,0.667,66,10.1,10.0,0.001610,0.441,93.94,54.762,0.19266
4190,JOURNAL OF THE MEDICAL LIBRARY ASSOCIATION,J MED LIBR ASSOC,1536-5050,"1,125",2.420,1.886,2.231,0.407,54,7.5,6.6,0.001400,0.535,87.04,73.596,0.16731
4190,PROTEIN SCIENCE,PROTEIN SCI,0961-8368,"13,425",2.420,2.322,2.767,1.717,187,10.2,10.0,0.014360,1.142,91.44,37.291,1.70920
4192,EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,EUR REV AGRIC ECON,0165-1587,"1,497",2.419,2.194,2.648,0.645,31,9.5,9.7,0.001670,0.781,100.00,75.287,0.19875
4192,EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,EUR REV AGRIC ECON,0165-1587,"1,497",2.419,2.194,2.648,0.645,31,9.5,9.7,0.001670,0.781,100.00,75.287,0.19875
4192,Entropy,ENTROPY-SWITZ,1099-4300,"7,232",2.419,1.818,2.505,0.699,959,3.2,8.4,0.014760,0.516,96.77,66.049,1.75615
4192,Food Additives & Contaminants Part B-Surveillance,FOOD ADDIT CONTAM B,1939-3210,803,2.419,1.791,2.092,0.537,41,4.4,7.6,0.001150,0.366,100.00,59.051,0.13694
4192,JOURNAL OF HEALTH AND SOCIAL BEHAVIOR,J HEALTH SOC BEHAV,0022-1465,"8,700",2.419,2.129,4.313,0.429,35,10.3,9.9,0.003640,1.838,100.00,76.421,0.43313
4192,JOURNAL OF SOCIAL ISSUES,J SOC ISSUES,0022-4537,"7,309",2.419,2.326,3.239,3.293,41,10.4,9.6,0.004120,1.409,97.56,76.786,0.49124
4192,STUDIES IN APPLIED MATHEMATICS,STUD APPL MATH,0022-2526,"1,824",2.419,2.284,2.329,1.135,37,10.2,10.2,0.002260,0.989,100.00,91.142,0.26888
4199,CHEMICAL ENGINEERING & TECHNOLOGY,CHEM ENG TECHNOL,0930-7516,"6,389",2.418,2.209,1.976,0.814,269,7.1,7.9,0.006020,0.358,97.77,58.333,0.71676
4199,Journal of Applied Research in Memory and Cognition,J APPL RES MEM COGN,2211-3681,786,2.418,2.231,2.974,0.981,52,4.0,10.0,0.003160,1.229,86.54,65.341,0.37646
4199,SYNLETT,SYNLETT,0936-5214,"15,221",2.418,2.332,2.038,0.672,469,8.8,7.8,0.015730,0.476,99.79,57.018,1.87190
4202,NUMERICAL ALGORITHMS,NUMER ALGORITHMS,1017-1398,"3,316",2.417,2.228,2.189,0.756,180,5.9,10.1,0.007350,0.793,100.00,90.748,0.87466
4202,Utilities Policy,UTIL POLICY,0957-1787,"1,380",2.417,2.077,2.479,0.360,89,4.9,6.7,0.001970,0.493,96.63,50.667,0.23472
4202,Utilities Policy,UTIL POLICY,0957-1787,"1,380",2.417,2.077,2.479,0.360,89,4.9,6.7,0.001970,0.493,96.63,50.667,0.23472
4205,Ecology and Evolution,ECOL EVOL,2045-7758,"9,915",2.415,2.266,2.855,0.384,"1,065",3.3,10.0,0.036670,0.925,98.12,50.924,4.36277
4205,JOURNAL OF MEDICAL SYSTEMS,J MED SYST,0148-5598,"4,680",2.415,2.183,2.789,0.860,250,4.7,5.6,0.006220,0.518,92.00,57.221,0.74057
4207,Annual Reports on NMR Spectroscopy,ANNU REP NMR SPECTRO,0066-4103,440,2.414,2.345,2.013,0.538,13,9.2,10.0,0.000560,0.565,0.00,69.512,0.06662
4207,GAIT & POSTURE,GAIT POSTURE,0966-6362,"14,352",2.414,2.049,2.912,0.499,435,8.2,9.2,0.017290,0.779,92.41,55.362,2.05739
4209,BMC Pregnancy and Childbirth,BMC PREGNANCY CHILDB,1471-2393,"8,144",2.413,2.247,3.152,0.300,507,4.4,7.4,0.024240,0.989,94.67,64.458,2.88433
4209,Food Analytical Methods,FOOD ANAL METHOD,1936-9751,"4,426",2.413,2.163,2.295,0.540,352,3.1,7.0,0.008540,0.418,97.44,67.037,1.01675
4211,CURRENT PHARMACEUTICAL DESIGN,CURR PHARM DESIGN,1381-6128,"17,352",2.412,2.318,2.832,0.925,491,6.1,7.4,0.023680,0.629,10.39,44.757,2.81762
4211,JOURNAL OF AIR TRANSPORT MANAGEMENT,J AIR TRANSP MANAG,0969-6997,"3,206",2.412,1.730,2.700,0.808,130,6.1,8.5,0.002650,0.368,99.23,54.167,0.31609
4213,CURRENT OPINION IN OBSTETRICS & GYNECOLOGY,CURR OPIN OBSTET GYN,1040-872X,"2,227",2.411,2.362,2.388,0.373,67,7.7,5.1,0.003520,0.746,0.00,63.253,0.41960
4213,Food Biophysics,FOOD BIOPHYS,1557-1858,"1,235",2.411,2.263,2.476,0.318,44,6.5,9.1,0.001550,0.514,95.45,66.296,0.18478
4213,METABOLIC BRAIN DISEASE,METAB BRAIN DIS,0885-7490,"3,070",2.411,2.249,2.548,0.722,198,4.1,8.0,0.005500,0.569,92.93,32.578,0.65519
4213,TEACHING AND TEACHER EDUCATION,TEACH TEACH EDUC,0742-051X,"8,769",2.411,2.051,3.218,0.512,205,9.0,9.2,0.006600,0.666,95.12,82.510,0.78555
4217,PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES,PHOTOCH PHOTOBIO SCI,1474-905X,"6,422",2.408,2.268,2.480,0.585,176,7.5,8.6,0.006460,0.509,97.73,43.488,0.76913
4218,INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,INT J PSYCHOPHYSIOL,0167-8760,"7,897",2.407,2.163,3.174,0.624,178,9.4,9.9,0.009870,0.999,91.57,52.947,1.17499
4218,INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,INT J PSYCHOPHYSIOL,0167-8760,"7,897",2.407,2.163,3.174,0.624,178,9.4,9.9,0.009870,0.999,91.57,52.947,1.17499
4218,NEUROPEPTIDES,NEUROPEPTIDES,0143-4179,"2,050",2.407,2.185,2.555,0.409,66,7.2,10.0,0.002520,0.582,86.36,32.046,0.29995
4221,BIOTECHNOLOGY PROGRESS,BIOTECHNOL PROGR,8756-7938,"8,426",2.406,2.122,2.488,0.645,155,10.1,8.0,0.005710,0.502,94.19,57.315,0.67999
